county	county_id	town	town_id	village	village_id	villcode	code2	code1	codebase
臺北市	63000	中山區	63000040	中央里	33	A6304-033-00	A6304-65	A6304-65-002	A6304-0879-00
臺北市	63000	南港區	63000090	東明里	7	A6309-007-00	A6309-09	A6309-09-009	A6309-0139-00
臺北市	63000	南港區	63000090	新富里	3	A6309-003-00	A6309-16	A6309-16-002	A6309-0182-00
臺北市	63000	松山區	63000010	東勢里	14	A6301-014-00	A6301-43	A6301-43-009	A6301-0507-00
臺北市	63000	大同區	63000060	玉泉里	1	A6306-001-00	A6306-44	A6306-44-009	A6306-0527-00
臺北市	63000	南港區	63000090	新光里	6	A6309-006-00	A6309-38	A6309-38-001	A6309-0181-00
臺北市	63000	松山區	63000010	慈祐里	18	A6301-018-00	A6301-48	A6301-48-001	A6301-0511-00
臺北市	63000	松山區	63000010	東勢里	14	A6301-014-00	A6301-42	A6301-42-009	A6301-0508-00
臺北市	63000	松山區	63000010	東勢里	14	A6301-014-00	A6301-41	A6301-41-009	A6301-0501-00
臺北市	63000	大同區	63000060	建功里	3	A6306-003-00	A6306-42	A6306-42-007	A6306-0515-00
臺北市	63000	大同區	63000060	建功里	3	A6306-003-00	A6306-42	A6306-42-007	A6306-0514-00
臺北市	63000	松山區	63000010	東勢里	14	A6301-014-00	A6301-41	A6301-41-010	A6301-0509-00
臺北市	63000	松山區	63000010	東光里	11	A6301-011-00	A6301-44	A6301-44-007	A6301-0510-00
臺北市	63000	大同區	63000060	建泰里	4	A6306-004-00	A6306-43	A6306-43-003	A6306-0516-00
臺北市	63000	松山區	63000010	東光里	11	A6301-011-00	A6301-44	A6301-44-008	A6301-0512-00
臺北市	63000	中山區	63000040	正得里	3	A6304-003-00	A6304-72	A6304-72-001	A6304-0955-00
臺北市	63000	松山區	63000010	東光里	11	A6301-011-00	A6301-44	A6301-44-008	A6301-0513-00
臺北市	63000	松山區	63000010	慈祐里	18	A6301-018-00	A6301-48	A6301-48-001	A6301-0515-00
臺北市	63000	中山區	63000040	力行里	39	A6304-039-00	A6304-67	A6304-67-006	A6304-1027-00
臺北市	63000	南港區	63000090	新光里	6	A6309-006-00	A6309-19	A6309-19-002	A6309-0209-00
