addr,lat,lng,addr_norm,bank_code,bank_name,branch_code,branch_name,tel_no,manager,establish_date,extended_open_time,url
屏東市廣東路103號,22.672828,120.499415,屏東縣屏東市豐榮里廣東路103號,812,台新國際商業銀行,8120300,台新國際商業銀行屏東分行,08-7217777,鄭宛伶,1998-01-19,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120300"
台北市信義路三段116號,25.033256,121.538604,台北市大安區龍圖里信義路三段116號,812,台新國際商業銀行,8120311,台新國際商業銀行大安分行,02-27009388,李宜倫,1999-07-07,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120311"
桃園縣龍潭鄉中正路一七六號,24.865493,121.216812,桃園市龍潭區龍潭里中正路176號,812,台新國際商業銀行,8120322,台新國際商業銀行龍潭分行,03-4993800,張美玲,1999-06-25,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120322"
台南市崇德路260號,22.977676,120.221971,台南市東區崇學里崇德路260號,812,台新國際商業銀行,8120333,台新國際商業銀行崇德分行,06-2906901,洪寶忠,1998-01-19,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120333"
台南市金華路二段一九三號,22.982016,120.191416,台南市南區文南里金華路二段193號,812,台新國際商業銀行,8120344,台新國際商業銀行金華分行,06-2639121,張錦堂,1998-01-19,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120344"
台南市裕農路六六○號,22.988472,120.236429,台南市東區南聖里裕農路660號,812,台新國際商業銀行,8120355,台新國際商業銀行後甲分行,06-2687412,,1998-01-19,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120355"
台南市海佃路一段一三○、一三二、一三四號,23.023568,120.192021,台南市安南區溪墘里海佃路一段130號,812,台新國際商業銀行,8120366,台新國際商業銀行海佃分行,06-2585015,徐建德,1998-01-19,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120366"
彰化縣彰化市中正路一段二七一號,24.0833133,120.5461867,彰化縣彰化市中正里中正路一段271號,812,台新國際商業銀行,8120377,台新國際商業銀行彰化分行,047-227789,曾靜慧,1998-09-25,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120377"
高雄市鳳山區五甲二路734號,22.593992,120.329075,高雄市鳳山區鎮南里五甲二路734號,812,台新國際商業銀行,8120388,台新國際商業銀行五甲分行,07-813-1168,盧慈徽,1998-01-19,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120388"
高雄市鳳山區中山西路一○五號,22.626785,120.352282,高雄市鳳山區忠義里中山西路105號,812,台新國際商業銀行,8120399,台新國際商業銀行鳳山分行,07-7199999,劉素虹,1998-08-05,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120399"
台北市中正區羅斯福路三段二十八號,25.02307,121.525154,台北市中正區頂東里羅斯福路三段28號,812,台新國際商業銀行,8120403,台新國際商業銀行古亭分行,02-23646888,郭育麟,1998-06-26,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120403"
台北市中山區南京東路二段150號,25.051837,121.534178,台北市中山區朱園里南京東路二段150號,812,台新國際商業銀行,8120414,台新國際商業銀行建橋分行,02-25081899,王怡芳,1999-07-13,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120414"
台北市松山區三民路86號,25.056555,121.563824,台北市松山區自強里三民路86號,812,台新國際商業銀行,8120436,台新國際商業銀行民生分行,02-87872680,王福助,1999-07-14,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120436"
台中市太平區宜昌路511號,24.147744,120.715365,台中市太平區宜昌里宜昌路511號,812,台新國際商業銀行,8120447,台新國際商業銀行太平分行,04-22730588,蔡尚融,1999-07-06,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120447"
台北市大安區和平東路一段二三八號,25.026105,121.532471,台北市大安區龍坡里和平東路一段238號,812,台新國際商業銀行,8120458,台新國際商業銀行和平分行,02-23685589,湯譜文,2000-06-27,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120458"
高雄市左營區博愛二路三六○號,22.66465,120.303546,高雄市左營區新上里博愛二路360號,812,台新國際商業銀行,8120469,台新國際商業銀行北高雄分行,07-5509900,廖順成,2000-07-19,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120469"
新北市新莊區富國路58號,25.026262,121.419001,新北市新莊區裕民里富國路58號,812,台新國際商業銀行,8120470,台新國際商業銀行南新莊分行,02-29068868,林一峰,2000-07-26,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120470"
台北市內湖區內湖路一段三五八、三五六號,25.081462,121.57066,台北市內湖區西湖里內湖路一段358號,812,台新國際商業銀行,8120481,台新國際商業銀行內湖分行,02-26599966,薛坤利,2001-04-09,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120481"
新北市永和區竹林路一九五、一九七號,25.009421,121.520712,新北市永和區竹林里竹林路195號,812,台新國際商業銀行,8120492,台新國際商業銀行永和分行,02-89280588,李月雲,2000-12-05,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120492"
台中市河南路2段258號,24.175516,120.649544,台中市西屯區逢福里河南路二段258號,812,台新國際商業銀行,8120517,台新國際商業銀行逢甲分行,04-24517890,陳柏嘉,2001-04-02,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120517"
新竹市光復路二段二八九號,24.80008,120.989546,新竹市東區綠水里光復路二段289號,812,台新國際商業銀行,8120528,台新國際商業銀行竹科分行,03-5163660,束沛樨,2001-06-14,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120528"
台中市東興路2段187號,24.141152,120.652805,台中市南屯區大同里東興路二段187號,812,台新國際商業銀行,8120540,台新國際商業銀行南屯分行,04-24720788,陳繐玫,2002-01-22,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120540"
台北市中山區北安路645號,25.084004,121.549075,台北市中山區大直里北安路645號,812,台新國際商業銀行,8120551,台新國際商業銀行大直分行,02-85096858,江正雄,2002-01-28,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120551"
台北市南昌路一段五十五號,25.031255,121.517282,台北市中正區龍福里南昌路一段55號,812,台新國際商業銀行,8120562,台新國際商業銀行南門分行,02-23972588,游錦宏,1992-04-30,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120562"
台北市重慶南路一段57號,25.04464,121.513333,台北市中正區黎明里重慶南路一段57號,812,台新國際商業銀行,8120610,台新國際商業銀行西門分行,02-23717878,林秀娟,2002-05-20,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120610"
台北市民生東路三段一三三號,25.057987,121.548211,台北市松山區民有里民生東路三段133號,812,台新國際商業銀行,8120621,台新國際商業銀行敦北分行,02-27126666,蔡素真,2002-02-18,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120621"
臺北市大安區忠孝東路4段282號,25.041175,121.555647,台北市大安區正聲里忠孝東路四段282號,812,台新國際商業銀行,8120632,台新國際商業銀行忠孝分行,02-66369999,沈沛臻,2002-02-18,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120632"
台北市復興北路150號,25.052777,121.543814,台北市中山區復華里復興北路150號,812,台新國際商業銀行,8120643,台新國際商業銀行復興分行,02-27137666,蔣幸芸,2002-02-18,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120643"
新北市板橋區館前東路41號,25.007434,121.460947,新北市板橋區景星里館前東路41號,812,台新國際商業銀行,8120654,台新國際商業銀行板南分行,02-29566789,蘇建賓,2002-02-18,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120654"
台中市民權路559號,24.161794,120.67019,台中市北區健行里民權路559號,812,台新國際商業銀行,8120665,台新國際商業銀行民權分行,04-22051888,廖明旗,2002-02-18,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120665"
高雄市三民區澄清路573號,22.643377,120.345942,高雄市三民區本揚里澄清路573號,812,台新國際商業銀行,8120676,台新國際商業銀行三民分行,07-3987111,周明意,2002-02-18,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120676"
台北市建國北路2段17號,25.054158,121.537281,台北市中山區復華里建國北路二段17號,812,台新國際商業銀行,8120687,台新國際商業銀行建北分行,02-25056966,鄭美娥,2002-02-18,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120687"
新北市三重區三和路四段一八三、一八五號,25.07913,121.482657,新北市三重區慈生里三和路四段183號,812,台新國際商業銀行,8120698,台新國際商業銀行三和分行,02-22877979,張哲祥,2002-02-18,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120698"
新北市新店區寶強路23號,24.979238,121.543532,新北市新店區寶興里寶強路23號,812,台新國際商業銀行,8120702,台新國際商業銀行北新店分行,02-2912-3988,李白詩,2002-05-20,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120702"
台南市中西區中山路八十八號,22.99412,120.20804,台南市中西區公正里中山路88號,812,台新國際商業銀行,8120713,台新國際商業銀行府城分行,06-2284400,楊中化,2002-02-18,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120713"
高雄市三民區建興路三○九、三一一號,22.645947,120.323222,高雄市三民區寶龍里建興路309號,812,台新國際商業銀行,8120724,台新國際商業銀行東高雄分行,07-3801500,洪敏華,2002-02-18,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120724"
台北市基隆路二段53號,25.030912,121.558535,台北市信義區景聯里基隆路二段53號,812,台新國際商業銀行,8120735,台新國際商業銀行基隆路分行,02-27352567,潘宇鴻,2002-02-18,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120735"
新北市新店區民族路66號,24.978469,121.53948,新北市新店區明德里民族路66號,812,台新國際商業銀行,8120746,台新國際商業銀行新店分行,02-2915-7766,鍾盛傳,2002-02-18,星期一至五 09:00至17:00,"https://www.banking.gov.tw/ch/home.jsp?id=60&parentpath=0,4&mcustomize=FscSearch_BankSub2.jsp&bank_no=8120746"
